model,family,depth,width,use_batchnorm,snip,grasp,synflow,fisher,jacob_cov,grad_norm,naswot,val_loss,val_acc,val_f1_macro,val_mse,epochs_trained,train_time_sec,infer_ms_per_sample,rank_snip,points_snip,rank_grasp,points_grasp,rank_synflow,points_synflow,rank_fisher,points_fisher,rank_jacob_cov,points_jacob_cov,rank_grad_norm,points_grad_norm,rank_naswot,points_naswot,vote_score,vote_rank
CNN_01_d2_w8_bn0,cnn,2,8,False,0.19702919712290168,-0.03363606339553371,45168.32792663574,0.007113373747301921,0.42265366476368593,0.1904691439796935,895.9153238389133,1.7821398071289063,0.3312,0.28929086137433735,0.076425,1,15.026016600022558,0.17891044999705627,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1
